depth_knee_min_height,depth_knee_mean_height,depth_hip_drop_max,depth_hip_vel_z_min,depth_hip_vel_z_max,depth_knee_extension_rate,depth_ankle_stability_x,depth_ankle_stability_y,depth_loading_duration,angle_shoulder_elevation_f153,angle_torso_lean_f153,angle_arm_elevation_f153,angle_shoulder_elevation_mean,angle_arm_extension_rate_max,angle_arm_extension_rate_mean,angle_wrist_trajectory_elevation_mean,angle_wrist_trajectory_elevation_max,angle_propulsion_duration,lr_wrist_lateral_dev_f237,lr_wrist_forward_dev_f237,lr_wrist_lateral_std,lr_wrist_lateral_mean,lr_elbow_wrist_alignment_std,lr_elbow_wrist_alignment_mean,lr_followthrough_x_range,lr_wrist_vel_x_max,lr_wrist_vel_x_mean,lr_followthrough_duration
1.3970333337783813,1.4851807707548141,0.08620405197143555,-0.36026716232299805,1.4226436614990234,1.3965654373168945,0.03599453656738494,0.015745731566448148,100,2.0868120193481445,-0.09589958190917969,1.6906213760375977,2.009777059555054,2.5502957697889794,0.19130579839081224,0.715511217368619,1.4832838086624882,75,-0.7913341522216797,-0.028959274291992188,0.11523000721786969,-0.7856402470515325,0.055104227043020364,-0.32686835068922776,0.12149238586425781,4.7238922119140625,0.563319573035607,65
1.3950026035308838,1.4881786704063416,0.06510591506958008,-0.2962160110473633,1.2545514106750488,1.2668609619140625,0.037797880464504774,0.013803595426754611,100,2.0419368743896484,-0.11509895324707031,1.53306245803833,1.9987049579620362,2.533818538653465,0.20596118977728597,0.7809461289106868,1.5402177755838173,75,0.2437610626220703,0.3644905090332031,0.8121007792951074,-0.3641966012807993,0.33564032372317404,-0.1068631098820613,0.40891265869140625,10.638198852539062,1.5977087754469652,65
1.3796083331108093,1.4789096707105636,0.07712745666503906,-0.42743682861328125,1.3981103897094727,1.3266277313232422,0.04014420104777838,0.015170301661737598,100,2.0804595947265625,-0.03072357177734375,1.6816368103027344,2.013781277338664,2.846071072573846,0.1810505206088872,0.7705044453879989,1.5237063236867892,75,-0.4588146209716797,-0.15877914428710938,0.14864452627885633,-0.6816841712364784,0.10693965702394878,-0.3157910860501803,0.2703876495361328,6.4029693603515625,0.6737621013934796,65
1.404746413230896,1.4756148207187652,0.0705416202545166,-0.24614810943603516,1.121664047241211,1.1741352081298828,0.048586722845278284,0.011602722448415564,100,2.0764641761779785,-0.04894256591796875,1.646916389465332,2.019675579071045,2.551183999500668,0.17196137136594788,0.8059168196941434,1.5428183404896347,75,-1.1327705383300781,0.0464324951171875,0.3015416706287639,-0.6713844299316406,0.18267249741666466,-0.24769413287823017,0.5191822052001953,7.571983337402344,0.16220503586989182,65
1.4230316877365112,1.504958781003952,0.015449762344360352,-0.15536785125732422,1.0759592056274414,1.081860065460205,0.029525229420226857,0.011545872881993505,100,2.0484066009521484,-0.07010650634765625,1.6418390274047852,1.9978450234731038,2.722580700539501,0.20996570002966655,0.759960583075096,1.5261460415053356,75,0.6713123321533203,0.4330177307128906,0.8232704282643083,-0.4128259805532602,0.3461988677151404,-0.1358164567213792,0.170654296875,8.883705139160156,1.948300288273738,65
1.3955105543136597,1.4834077525138856,0.09132194519042969,-0.30556440353393555,1.3012290000915527,1.3512897491455078,0.038558960285024486,0.015193972528156772,100,2.090878486633301,-0.08359336853027344,1.6099543571472168,2.0116968472798664,2.820805697625639,0.27515889981826225,0.6620494221065321,1.5296751241116067,75,-1.3997459411621094,0.21762466430664062,0.020045568969768682,-1.3501225104698769,0.09721233996283087,-0.5606947972224309,0.063507080078125,0.7803153991699219,0.3155875572791466,65
1.3749912977218628,1.481485292315483,0.07602787017822266,-0.3407478332519531,1.4995193481445312,1.4261698722839355,0.03947322050449978,0.016785111162490013,100,2.0801472663879395,-0.07684516906738281,1.6560168266296387,2.001282978057861,2.835681479099379,0.2191334379472408,0.6917649061259954,1.5000249032362774,75,-0.18763160705566406,0.29293060302734375,0.8668891142577307,-0.16155448326697716,0.36186713240498053,-0.026496300330528848,0.7693653106689453,10.953998565673828,1.1621131896972656,65
1.3787022233009338,1.4809309124946595,0.05345964431762695,-0.3158998489379883,1.3681840896606445,1.2646722793579102,0.03588381158088177,0.014826742163298972,100,2.073349952697754,-0.09744644165039062,1.613142967224121,2.014509391784668,2.348653402125973,0.23125840268453582,0.7153635167960337,1.4976434323631058,75,-0.15283203125,0.5021953582763672,0.7734224377407661,-0.47920972383939303,0.3444725102443829,-0.21262435913085936,0.4544258117675781,11.062259674072266,1.568764906663161,65
1.3692339658737183,1.47577541410923,0.04855036735534668,-0.28213977813720703,1.5410256385803223,1.382739543914795,0.039937924703699695,0.019857310388755302,100,2.0781960487365723,-0.056964874267578125,1.6512565612792969,2.0061263910929363,2.2525502228398553,0.20111483752612552,0.7523318771232178,1.4875824000339026,75,-1.0600738525390625,0.1504039764404297,0.07780797893328976,-1.08040897662823,0.1498928061068184,-0.4128275064321665,0.07006072998046875,1.7697715759277344,0.5089381291316106,65
1.4047389030456543,1.4888241827487945,0.05147051811218262,-0.23197174072265625,1.2243461608886719,1.087496280670166,0.028903834174673747,0.011731859807955878,100,2.0586800575256348,-0.05615043640136719,1.6493887901306152,1.992500394185384,2.3434429667657097,0.2575227590014267,0.7209269836424798,1.5291801378665775,75,-1.107583999633789,0.025243759155273438,0.06695488484973408,-1.142587896493765,0.15748916762217488,-0.45675577016977165,0.03198051452636719,1.916656494140625,0.4215536851149339,65
1.401805818080902,1.4949574571847917,0.0240633487701416,-0.35300731658935547,2.0311331748962402,2.834036350250244,0.035024442963776325,0.02220042428506605,100,2.081374168395996,-0.08963203430175781,1.5925393104553223,2.0028962516784667,2.553214492560558,0.25345484612377606,0.8247076915269578,1.5094346174067599,75,0.37674522399902344,0.4744396209716797,0.8681388370902531,-0.46211920518141525,0.3714685007021435,-0.16207149212176983,0.3564929962158203,11.01419448852539,1.69427490234375,65
