angular_momentum_leg_peak,angular_momentum_arm_peak,angular_momentum_leg_mean,angular_momentum_arm_mean,angular_momentum_total_mean,momentum_conservation_violation,momentum_total_variation,transfer_efficiency,dL_leg_dt_max,dL_arm_dt_max,power_peak_leg,power_peak_arm,power_mean_leg,power_mean_arm,power_transfer_ratio,moment_of_inertia_leg_min,moment_of_inertia_leg_max,moment_of_inertia_arm_min,moment_of_inertia_arm_max,I_change_rate_arm_max,angle,depth,left_right,participant_id
0.5824676996271468,0.42361048359763903,0.11048297695219379,0.06021302228976885,0.17069599924196266,0.1622031001377881,0.7785134475819893,0.02937081524772127,5.609983737234724,6.772079468450102,4.321535955181421,24.789690935619063,0.3488128089069207,2.0712870064942313,5.736314864139173,0.43595321856705166,0.5067165941632041,0.03272565230323785,0.07116844055375393,0.2403944019586174,46.31,6.93,6.73,1
0.6311596822746204,0.4384048946787953,0.12880671291602722,0.10457178379940872,0.23337849671543598,0.1759793128051165,0.8155958030272867,0.08022795516985876,7.017694970135907,6.524685332357485,4.486743701271015,37.885905214987346,0.44543101013165903,3.8707844545989287,8.443964651748425,0.4205317885541408,0.508124816283004,0.04135726764301505,0.0684716164668516,0.15015233036672385,43.48,21.36,-6.67,1
0.5658775192458545,0.4104949648152405,0.1187664463940404,0.0645342983283331,0.1833007447223735,0.1509417415918225,0.7605380124161465,0.032956213464310866,4.260976890368351,5.8901045041373985,3.465432351862777,37.29066327215982,0.3310560711789959,2.4175482898411276,10.760753489276723,0.43105977911480325,0.5118102929261867,0.027695941793423426,0.0713116991069486,0.22051608277147694,45.53,7.51,6.83,1
0.535662093440844,0.4074627144680885,0.11534837167608064,0.06450196461676566,0.17985033629284633,0.13462657834428815,0.6224517916488316,0.1834077416930942,4.967076676286087,5.623195048335545,3.2687812109356424,29.135253989253965,0.33751081525051896,2.413293204412789,8.913185713311908,0.41686993023592595,0.5134335490242043,0.02211933119767552,0.06890802201935586,0.3552500079143461,45.47,4.89,0.42,1
0.5484345250148298,0.5693243464092393,0.12194150111808529,0.11018333907936587,0.2321248401974512,0.18455373220541554,0.6472019540775692,0.3203834931761074,11.401370490846862,6.863548719137564,8.581161918340293,72.05415539762829,0.4602294011633265,4.295565477658496,8.396783102720487,0.42349086070825553,0.5072148681835321,0.04200770977598661,0.07061966880651124,0.21391066988687146,44.76,15.12,-6.62,1
0.5528833617048301,0.4138593313476997,0.10919858206056056,0.06421061288191138,0.17340919494247195,0.1473160861480636,0.586182924543397,0.15583683868100276,5.261956961920423,4.563215764203466,4.596742743719884,23.835736108240493,0.3161529050738727,1.9684426826624868,5.185353507286244,0.43445623837268516,0.5042735708020134,0.04335969779964367,0.07130130232473778,0.1702751655289611,44.14,9.07,2.86,1
0.7068220587764722,0.4311018720727646,0.1303082628316146,0.10131693693195713,0.23162519976357168,0.19456386303170167,0.8768576262950581,0.019573110682065357,5.788396008845727,5.563352868375878,5.328109318919899,23.92318460579734,0.44486866247157697,3.2667835559305587,4.48999507589814,0.4235975564843043,0.5080770408540614,0.0388501255019039,0.06960334693622786,0.18089374215187803,44.67,8.28,-0.55,1
0.6014129894559522,0.45634281838543056,0.12860915639733872,0.09451773056103879,0.22312688695837754,0.17285854887058497,0.7644023499779832,0.07925016942209924,5.5401767824696355,7.217791931653234,4.4517633798993534,49.92287819778687,0.39290525467916443,3.0716192473637216,11.214180525227183,0.4238685616749352,0.5059363168415878,0.042701769825139575,0.06863340199879796,0.1405634276020805,43.81,12.33,-6.24,1
0.5735436082053178,0.42046192566466284,0.11042803214057782,0.06743367051019486,0.1778617026507727,0.15778901597501074,0.7434953238967111,0.09330576439974525,4.796201187283999,4.309213869852295,4.245503212332644,21.54431829847978,0.3118708753696318,1.8294657117217483,5.0746206564857355,0.43241670861670384,0.5067298048477166,0.04397550355604735,0.0698452789674202,0.13424770755945845,43.9,5.8,2.96,1
0.5450310892497152,0.4071833424266603,0.11928014153986531,0.0680632641662965,0.1873434057061618,0.155154531372086,0.6815040083143749,0.10293498927610008,4.659143982232277,4.349001114513966,3.790019990744134,21.564642514714883,0.3350365190247989,1.825110333155808,5.689849279787275,0.4366710979717923,0.5089731442430527,0.043538497523863934,0.0700473090428715,0.14240194133118092,44.38,10.6,0.27,1
