mj_release_vx,mj_release_vy,mj_release_vz,mj_release_speed,mj_release_speed_fps,mj_release_vz_fps,mj_release_x,mj_release_y,mj_release_z,mj_release_frame,mj_contact_frames,mj_max_ball_speed,mj_max_ball_speed_fps,mj_max_ball_vz,mj_max_hand_speed,mj_velocity_transfer,mj_launch_angle,mj_horizontal_speed,id,angle,depth,left_right
0.21873431839039886,0.06772240447618072,2.3610528642440247,2.372130193278746,7.782579374274102,7.7462364312468,5.643641931319595,-7.729763043621518,2.066889621895575,116,29,3.1068990999468724,10.193238516886064,3.1067638988827864,3.0518656294521627,0.8311671074210243,84.46069794778258,0.22897822191149053,4438ed82-c13d-48d3-b1eb-fa39fb2832c6,46.31,6.93,6.73
0.6759449870040728,0.8135321431068059,0.45282851234293564,1.1505606611190062,3.77480531863191,1.4856578488941456,5.702027933358483,-7.535650942047853,1.7943392448181328,121,70,1.7601531925459124,5.774780815439345,1.732431101382025,2.8496205503946026,0.4108079444960868,23.176945885897887,1.0577032539062592,de1df4f8-6ede-4dcf-a56a-258a06490376,43.48,21.36,-6.67
0.032991222208358345,0.10529999526908058,1.3662088679542914,1.37065793713217,4.496909242559613,4.482312558905155,5.5491375962198966,-7.677739431031957,2.1757023225327954,118,30,2.602886743557864,8.539654670465433,2.5677640848006082,2.676214063949056,0.7161963923365042,85.38230535134306,0.11034722355578173,813a5bc0-4f60-475a-9ab8-51716bbbd828,45.53,7.51,6.83
0.18646235196590252,0.09046305363839617,1.777195983792284,1.789239318140998,5.870207736683064,5.830695484882821,5.616538446804605,-7.687416583912375,2.155388901300877,116,27,2.7698382612385517,9.087395870205222,2.750663986761929,2.831411352499432,0.7331613934003735,83.34848325305651,0.20724809474212172,28274789-ee6d-48a2-a6c8-6f2515a05199,45.47,4.89,0.42
0.5338710994375333,0.3040687154621638,1.576678363472118,1.6921556655280174,5.5516918160368025,5.172829276483326,5.687262798649955,-7.64489896401324,2.198692292317349,122,28,2.6975487637613673,8.850225602891625,2.687924280656634,2.7982967140632637,0.7817487144413622,68.71042120824909,0.6143908646272752,8521d198-82da-459f-b1e1-d1b620c44b05,44.76,15.12,-6.62
-0.30308561529551353,-0.26544960280862245,2.4327360902631527,2.4658729218471835,8.090134258028817,7.981417618973598,5.483280120435521,-7.861280799414625,2.0393278792015956,114,23,3.0809438186754736,10.108083394604572,3.0047196959641913,3.040062156704247,0.8199778978870329,80.59637458386554,0.40289500099941106,d366e43d-829c-4c52-b849-48178d3d8cb9,44.14,9.07,2.86
0.8369549975668414,0.2571511697935814,2.316755212048349,2.4766863153478904,8.125611270826411,7.600902926667812,5.7540547297465645,-7.677647076875582,2.118437096490821,118,25,3.25500167951944,10.6791393685021,3.232346708610846,3.325976656804061,0.9366326406980038,69.29697536607063,0.875568610720096,f1c29a37-79df-4727-97ff-1c0f0bf4cad5,44.67,8.28,-0.55
0.2470939306010935,0.1728952029242683,2.3359499868106033,2.3553366007037253,7.727482285773377,7.663877909483606,5.63517497488906,-7.717437216117535,2.0616211966907088,115,24,2.9845648078961005,9.791879290997704,2.9822715537671414,2.9732682999847078,0.8117935098641306,82.64368261938219,0.3015761292511759,d6913561-5ef9-41ee-a64f-bfb56302deba,43.81,12.33,-6.24
-0.0728527569948435,0.08047464745070823,2.4162086243293013,2.4186458627437295,7.935189838398062,7.927193649374348,5.618903216545366,-7.708115311927058,1.9812123432044197,112,21,2.976663151931932,9.765955222873792,2.9613249451809827,2.9220683875119593,0.8560461194687863,87.42760905706048,0.10855272029786034,81d60720-5944-451f-aa3b-586e7470bfa9,43.9,5.8,2.96
1.0228686692467974,0.02362591234478068,1.9397956869324757,2.193085909239005,7.195163744222457,6.364159077862453,5.796549497615692,-7.732641771924809,2.156452833982765,121,28,3.0189969152344966,9.904845522422889,2.9412619170819694,3.0953797479474523,0.9347323254833366,62.19068100450033,1.0231414849671758,f18e5f43-a710-4848-9241-3a12185603cd,44.38,10.6,0.27
-0.08877359493859667,0.0333885416955861,0.05838831014615336,0.11137657130924494,0.3654086985211448,0.19156269732989947,5.719074831373702,-7.702943495776677,1.3878980059522779,70,10,0.7184108647863953,2.356991026202084,0.71269610721275,0.6412356411900133,0.2920935349250289,31.617249399837533,0.09484485159922983,34679dc1-ba06-49ae-a5d4-2bf8726d31f9,47.26,14.61,-8.09
-0.6106833812617146,-0.25825919968950845,-0.7610565768536616,1.009375608753114,3.311599766250374,-2.496904779703614,5.644945915687794,-7.683249080381979,2.2898072371075693,141,52,2.238462398165206,7.344036739387158,2.2220288372570938,2.5312782051077067,0.5922852274945242,-48.93697694091517,0.6630475144162039,ec2cbf30-d648-4846-9a15-a2f5df16d73e,45.01,7.37,3.59
