id,angle_133,angle_151,angle_diff,depth_133,depth_151,depth_diff,lr_133,lr_151,lr_diff,total_diff
5bfcba16-6d8d-42bf-a790-2814a184aa41,0.6163414537304298,0.6447009881959449,-0.02835953446551509,0.4153946377105102,0.292118645371705,0.12327599233880521,0.3713722573782741,0.337883562538381,0.03348869483989314,0.13085383511497622
f6095bd1-d599-4a3f-aa6c-455ae7296c49,0.6180752246183944,0.6090773783809094,0.008997846237485008,0.447188883336585,0.5116510815204758,-0.06446219818389076,0.4536963546003946,0.3799391656190405,0.07375718898135408,0.09836899490207172
68b1c0f8-27a1-497c-ad48-cf3e42894cc7,0.3786705815976214,0.3233152899061282,0.055355291691493225,0.4668809875704837,0.4070391375341155,0.05984185003636816,0.4180178381597959,0.4088961848245355,0.009121653335260382,0.08202718996524348
e80c42a8-0f84-4bba-beb3-a120e71c9b73,0.3848264345402523,0.3893669801129982,-0.004540545572745913,0.3700523410244704,0.3761740145961858,-0.006121673571715447,0.486609238966543,0.445625571121329,0.04098366784521401,0.04168635833775422
96c98968-9fae-457c-b05c-4f639bd64ef1,0.7910915771991957,0.8003437013498415,-0.009252124150645802,0.3085930556292883,0.3224191225173234,-0.013826066888035116,0.6122334635899918,0.5817500818107442,0.030483381779247587,0.03472748899057846
5d56a4ac-4f3e-40c0-ad5b-b3cd1c1ab6a3,0.4159417126265612,0.4238188090224755,-0.007877096395914274,0.634322214233763,0.6644416936896271,-0.03011947945586413,0.4618548109620525,0.4511874592451672,0.01066735171688532,0.03290933124471664
06e5cb09-bfec-4aa8-9297-7f0a664e8f1d,0.7330952771895796,0.7248527141894645,0.008242563000115055,0.4391728776919066,0.4534502342871486,-0.014277356595241986,0.4616144522543721,0.4334775808612305,0.028136871393141583,0.03261083083812424
10c7e75e-dead-4acd-a452-5f1b2c12135e,0.8197356138108591,0.8276849641372702,-0.007949350326411087,0.3629466147956281,0.3521897047741803,0.010756910021447796,0.501275368336968,0.4716697745584138,0.02960559377855415,0.03248683528450102
b686eea3-5bf9-42b7-b3d8-44c7cb96499a,0.4038534652744194,0.4028804608973024,0.0009730043771170038,0.3117691526254103,0.3437621406236858,-0.031992987998275546,0.3598782305301612,0.3631480554846601,-0.003269824954498901,0.03217436516559038
292909ad-835f-4a31-98c0-e1d458516420,0.3595634633696385,0.3678909589443581,-0.008327495574719568,0.5779409531054468,0.5909546809580337,-0.01301372785258692,0.4497768118795053,0.4776209307197959,-0.027844118840290588,0.031843354866602794
7b13b90c-5570-42eb-9740-9898f2718c28,0.4436890477331893,0.4420512273553578,0.0016378203778315004,0.6899174007405013,0.6675303580446305,0.022387042695870885,0.4989893642288034,0.5180574920059712,-0.019068127777167765,0.029452599769514115
56159d6d-f377-4139-b511-0e47361d5d7d,0.7546377913548687,0.7560926467190368,-0.0014548553641680062,0.4915141555326349,0.5024484658479634,-0.010934310315328544,0.5436166391966769,0.5705930703148512,-0.02697643111817427,0.02914452919633717
e4f44118-80c9-40ba-8e8f-0a24c61df6f1,0.3979443577402804,0.3887031735718628,0.009241184168417627,0.5511133291563458,0.5779020799736978,-0.02678875081735199,0.3816861762774271,0.387922616577087,-0.006236440299659862,0.02901602734352191
a1f921ee-3fa2-4ffd-8dbb-993723a30b22,0.7766320188591309,0.777566166639951,-0.0009341477808201271,0.4487420165219525,0.4671849670647878,-0.01844295054283529,0.6059548634887268,0.5868377708392538,0.019117092649473033,0.02657965929372338
23e045d0-4fe1-4036-b6a6-af0b8964e894,0.4695161729791094,0.4681363671165024,0.0013798058626069976,0.459857622292142,0.4425337383038238,0.01732388398831819,0.5164767694769031,0.4973013338704335,0.019175435606469615,0.02587891325687875
35b0e24b-2a01-4c18-9b2f-fde61116c884,0.4387248437656117,0.4416772433775606,-0.002952399611948875,0.5077047782000315,0.5068265992405401,0.0008781789594913825,0.4460821536940406,0.4714669257340476,-0.025384772040006998,0.02557097012779629
ab52b638-2bb2-4083-8d8c-49165ce97252,0.385126208136305,0.4042258193878449,-0.019099611251539916,0.3804482994768495,0.3922579095520946,-0.011809610075245114,0.491485820746063,0.4801925449938898,0.011293275752173204,0.025135634412202616
53135f44-4a17-4102-a1ef-d2be446e9d5a,0.6012672511280852,0.6020270304679977,-0.0007597793399124475,0.5310137792405764,0.5370956684474663,-0.006081889206889901,0.4550759231846009,0.4782080643970053,-0.023132141212404422,0.02393036978487505
5ec65bf7-4892-4076-a572-e01b4b8ff038,0.465483004672185,0.4667541092735939,-0.00127110460140889,0.4975156725255303,0.4894468269736473,0.00806884555188303,0.5995182264634895,0.5770845475411336,0.022433678922355926,0.023874503668960784
a0e3edc4-923f-410f-8722-a6c7c38f196a,0.7210878149782035,0.7146231756373368,0.006464639340866718,0.4911343654052473,0.4909420937406334,0.00019227166461388556,0.5160273860836001,0.5389590383547201,-0.02293165227112004,0.02382622937193504
45e64e63-5124-4c67-bbdc-a0c4f00940bf,0.4919792404437211,0.4965998580785422,-0.004620617634821078,0.5341993457727977,0.5124113379003316,0.021788007872466153,0.4345983498663224,0.4417085916187266,-0.007110241752404212,0.023379968608950242
6fb475ff-1732-42bc-8385-9f80956199fe,0.5128640460995305,0.5195508943016554,-0.00668684820212484,0.5089408507228013,0.5162885245324174,-0.007347673809616095,0.5404290046262595,0.519428003229572,0.02100100139668748,0.023232397830496274
19adcea6-afe4-4c4a-822a-63257bb9ca8f,0.7576642521690077,0.7616263785608185,-0.003962126391810816,0.5616619758861372,0.544996739892058,0.01666523599407921,0.4744500977003337,0.4900309186643223,-0.015580820963988606,0.023155788006347437
1fe9d27e-9a1a-4405-9c26-e6bf23a6a193,0.4277394632794403,0.4345570435354819,-0.006817580256041622,0.5341529849539018,0.555877668568918,-0.021724683615016116,0.5244549586201295,0.5206471775496115,0.003807781070517935,0.023085503576944406
5ec93693-6492-4cda-a9b9-60cb963f0034,0.5926258668295927,0.5897773920044662,0.0028484748251265124,0.5044206518790756,0.4960337209467874,0.008386930932288206,0.399667819633377,0.3787007523802644,0.020967067253112592,0.022761202263696413
9944467d-829e-4476-aaad-a44651d1eae8,0.3371656291577261,0.3317051587736672,0.005460470384058891,0.4006670718731721,0.4046171626679121,-0.003950090794740013,0.4084492726884289,0.3874940102264123,0.02095526246201662,0.022012336971659257
1d99c47c-e316-4d7b-843a-3740439a37b4,0.4201339877722151,0.4249623456983051,-0.004828357926089988,0.5330122807814806,0.54599926351128,-0.012986982729799479,0.4653540866245598,0.4807386012047834,-0.015384514580223607,0.02070405877009768
75aaa3bc-219b-4184-9192-bc7b88ca88bb,0.3964774431209164,0.4013472344414353,-0.004869791320518901,0.5223495761542353,0.5034204413308142,0.018929134823421068,0.4210347822263201,0.4276213050266271,-0.006586522800306971,0.02062545260758214
