mj_vx,mj_vy,mj_vz,mj_speed,mj_horizontal_speed,mj_release_z,mj_max_speed,mj_max_vz,mj_release_frame,mj_contact_frames,id,participant_id,angle,depth,left_right
0.7176322781837232,0.22218636639166903,8.286945092664066,8.320926741471201,0.7512408855363862,2.025856027376275,10.193238516886064,10.192794943841163,115,29,4438ed82-c13d-48d3-b1eb-fa39fb2832c6,1,46.31,6.93,6.73
2.217667280197089,2.669068710980334,2.026366510311474,4.018474484640021,3.47015503250085,1.7853638194107715,5.774780815439345,5.683829072775673,120,70,de1df4f8-6ede-4dcf-a56a-258a06490376,1,43.48,21.36,-6.67
0.10823891800642502,0.3454724254234927,5.023021220322484,5.036050936985165,0.36203157334574054,2.151382107151163,8.539654670465433,8.424422850395695,117,30,813a5bc0-4f60-475a-9ab8-51716bbbd828,1,45.53,7.51,6.83
0.6117531232477117,0.29679479540156223,6.371404146300149,6.407582994380292,0.6799478173954124,2.1241641023731663,9.087395870205222,9.024488145544385,115,27,28274789-ee6d-48a2-a6c8-6f2515a05199,1,45.47,4.89,0.42
1.7515456018291775,0.9976007725136607,5.713537937900655,6.058682617899461,2.015718059800772,2.170836189411017,8.850225602891625,8.818649214752735,121,28,8521d198-82da-459f-b1e1-d1b620c44b05,1,44.76,15.12,-6.62
-0.9943753782661204,-0.8708976470099161,8.522126280390864,8.624029304414378,1.3218339927802198,1.9970900064851747,10.108083394604572,9.858004251851021,113,23,d366e43d-829c-4c52-b849-48178d3d8cb9,1,44.14,9.07,2.86
2.7459153463479047,0.8436718169080754,8.141611588085079,8.633520282897072,2.8726004288717055,2.0781477025284087,10.6791393685021,10.604812036124823,117,25,f1c29a37-79df-4727-97ff-1c0f0bf4cad5,1,44.67,8.28,-0.55
0.8106756253316716,0.567241479410329,8.204586570900872,8.264030412872248,0.9894229962308919,2.0210093305122907,9.791879290997704,9.784355491362012,114,24,d6913561-5ef9-41ee-a64f-bfb56302deba,1,43.81,12.33,-6.24
-0.23901823161037894,0.2640244338933997,8.467902310791615,8.475388378230514,0.3561440954654211,1.9392521319156875,9.765955222873792,9.715633022247317,111,21,81d60720-5944-451f-aa3b-586e7470bfa9,1,43.9,5.8,2.96
3.355868337423876,0.0775128357768395,6.904867739279743,7.6775685626883465,3.35676340212328,2.1224963600423,9.904845522422889,9.649809439245306,120,28,f18e5f43-a710-4848-9241-3a12185603cd,1,44.38,10.6,0.27
-0.291251951898283,0.109542459631188,0.7322713587472214,0.795643508606783,0.3111707729633524,1.3855491759418226,2.356991026202084,2.3382418215641403,69,10,34679dc1-ba06-49ae-a5d4-2bf8726d31f9,1,47.26,14.61,-8.09
1.1837778359164999,0.5231407492030504,4.920765482426605,5.088117445708679,1.2942203090215672,2.1399988063498054,7.344036739387158,7.290120857142695,117,31,ec2cbf30-d648-4846-9a15-a2f5df16d73e,1,45.01,7.37,3.59
-0.5872161705031447,0.05954961665427334,8.058920367748032,8.080505335772518,0.5902279116951766,1.998039707066735,9.7517492853918,9.648511966873803,116,23,837b3e63-77fb-4d29-804b-a6746459dd20,1,43.79,21.05,-2.45
3.3987753356431742,2.084227654179921,6.561747302938739,7.6780340168723225,3.9869385117687366,2.1918663919528734,10.847863216181635,10.512604252009474,121,25,9341a785-648e-454b-af82-470b4a2a3bca,1,45.34,6.16,3.83
