kin_vx,kin_vy,kin_vz,kin_speed,kin_horizontal,ball_vx,ball_vy,ball_vz,ball_speed,ball_horizontal,ball_x,ball_y,ball_z,peak_frame,vel_transfer,id,participant_id,angle,depth,left_right
-0.8025697,0.73529625,9.962462,10.021748,1.0884753,0.5862719469811749,0.1716859617233906,9.929127774234205,9.947902754969968,0.6108934974854316,5.646002722520268,-7.725715395417666,1.7758981038355952,110,0.9926315412072848,4438ed82-c13d-48d3-b1eb-fa39fb2832c6,1,46.31,6.93,6.73
-0.78991973,0.6324304,9.032305,9.08881,1.0119,0.8818088059195964,0.32778712814881494,8.679442604959572,8.730278065695549,0.9407609534719179,5.640810336566212,-7.728638748104622,1.7909773139162992,115,0.9605523822540443,de1df4f8-6ede-4dcf-a56a-258a06490376,1,43.48,21.36,-6.67
0.56964946,1.2131096,8.317159,8.424444,1.3401998,-0.56791120766372,0.1852460850220718,8.359895557293967,8.38121071090982,0.5973602362110066,5.59393982117401,-7.722502303989884,1.8271890959283268,108,0.9948680902052006,813a5bc0-4f60-475a-9ab8-51716bbbd828,1,45.53,7.51,6.83
-0.6125404,0.536078,8.882523,8.919742,0.81399345,-0.9567372817013666,0.019852774729935234,9.009408295961995,9.060087096833596,0.9569432370113693,5.582277676837987,-7.6953837457776295,1.7947966013380536,107,1.0157342524136181,28274789-ee6d-48a2-a6c8-6f2515a05199,1,45.47,4.89,0.42
-1.8910236,0.66139394,8.844552,9.068601,2.0033503,0.6885154516515517,0.715383904396743,7.602279590832784,7.66684306837081,0.9928885425025654,5.661962929403596,-7.704327720878559,1.749149929866132,111,0.8454273553748461,8521d198-82da-459f-b1e1-d1b620c44b05,1,44.76,15.12,-6.62
-0.37032524,0.8464011,9.66476,9.708816,0.9238699,0.1932653775125914,0.17341713422526836,3.150516461840565,3.161198979013561,0.2596632599887578,5.702845457499687,-7.712884090235928,1.6423033804190956,109,0.32560088866749587,d366e43d-829c-4c52-b849-48178d3d8cb9,1,44.14,9.07,2.86
-1.3534693,0.18275724,10.835467,10.921201,1.3657522,-1.2282947462245966,-0.23265725574283425,2.3720874705213175,2.6813497254287726,1.2501349456169653,5.725764452410313,-7.679604913463386,1.5495832538080263,110,0.24551784975423324,f1c29a37-79df-4727-97ff-1c0f0bf4cad5,1,44.67,8.28,-0.55
-1.1771374,0.6125884,9.654032,9.744806,1.3269955,0.5065785096045129,0.5938159941891752,9.351421555156742,9.383939701617766,0.780537777015314,5.642116877670297,-7.720020432198051,1.7729551953855116,109,0.9629683159081862,d6913561-5ef9-41ee-a64f-bfb56302deba,1,43.81,12.33,-6.24
-1.807568,0.32194418,9.41805,9.595344,1.8360146,0.03875791740792147,0.5258952697124984,9.183317831494502,9.198445216726176,0.5273215440959915,5.666257901618487,-7.691121235632616,1.7390908766479771,107,0.9586363563385929,81d60720-5944-451f-aa3b-586e7470bfa9,1,43.9,5.8,2.96
-0.84031355,0.4332795,10.119786,10.163854,0.94544065,1.1591170490637182,0.33171130886579203,5.871999241298612,5.994494125084377,1.2056470154484018,5.714096714270889,-7.693648609636821,1.6908160685366622,112,0.589785561093926,f18e5f43-a710-4848-9241-3a12185603cd,1,44.38,10.6,0.27
0.29669142,0.98567736,10.183068,10.234962,1.0293618,1.8507905731675915,0.9113526772554105,10.031296715172413,10.241235435038854,2.0630049558996766,5.67551936499146,-7.713538283377192,1.810939592122353,112,1.0006128964011733,34679dc1-ba06-49ae-a5d4-2bf8726d31f9,1,47.26,14.61,-8.09
2.6080472,1.7442069,7.300397,7.946066,3.1375418,0.718521042532308,0.5222461384823092,7.290120857142695,7.344036739387158,0.8882643287453336,5.63882408701845,-7.687241434301693,1.9450239908090408,111,0.924235568809279,ec2cbf30-d648-4846-9a15-a2f5df16d73e,1,45.01,7.37,3.59
-1.4402384,0.15037926,9.432774,9.543276,1.4480678,0.861985216495405,0.2759600505432995,7.960667449878741,8.0119534890382,0.9050814675776379,5.696369118667611,-7.718192157426105,1.7802180948586308,112,0.8395391298682122,837b3e63-77fb-4d29-804b-a6746459dd20,1,43.79,21.05,-2.45
-0.35881928,0.55788785,11.137629,11.157364,0.6633175,0.6576243085249104,0.28536946979308087,5.040590431312629,5.091311948966915,0.7168720007454962,5.745023067517875,-7.742267607801623,1.6727709013869,112,0.45631853531274336,9341a785-648e-454b-af82-470b4a2a3bca,1,45.34,6.16,3.83
