id,shot_id,participant_id,angle,depth,left_right,release_x,release_y,release_z,observed_vx,observed_vy,observed_vz,observed_vel_mag,gt_vx,gt_vy,gt_vz,gt_vel_mag,convergence_error,convergence_success,predicted_angle,predicted_depth,predicted_left_right,time_of_flight,velocity_difference
4438ed82-c13d-48d3-b1eb-fa39fb2832c6,qxapevM,1,46.31,6.93,6.73,18.470823,-25.215624,4.9314847,-2.9815862,-0.54668427,6.602926,7.2654905,4.584610177507032,8.671342149960653,2.9448840510942347,10.241248324094796,5.206071769786951e-12,True,46.30999982141514,6.929998206075297,6.729998601424519,1.3468605204132604,12.473997280529474
de1df4f8-6ede-4dcf-a56a-258a06490376,ygOvl2j,1,43.48,21.36,-6.67,18.612642,-24.463575,4.6164193,6.251106,0.647335,-11.76381,13.337263,-3.610265942570485,12.426473052233295,7.746654721465253,15.081840473482156,1.1327880305715507e-13,True,43.480000080689045,21.359999870422065,-6.66999970003727,2.0405662544880654,24.832498577104495
813a5bc0-4f60-475a-9ab8-51716bbbd828,Qyw8BYM,1,45.53,7.51,6.83,18.819117,-24.978266,7.4391127,-4.573974,-0.13458252,4.4611073,6.3906827,5.2652800189488635,10.680403147238916,-1.0880824003424008,11.957345373260237,1.8313578497535106e-11,True,45.53000299980061,7.510000589734215,6.829997005506993,1.1255879132504925,15.638680988183356
28274789-ee6d-48a2-a6c8-6f2515a05199,mOkVEmv,1,45.47,4.89,0.42,18.948427,-24.894957,7.718572,6.3348765,-1.562519,-4.8212953,8.112769,-0.9972012046041802,15.0,-9.134921044646457,17.590940643819728,0.02901449457900051,True,45.55267633033741,5.038003358582467,0.4034432844667464,0.6310950857625941,18.619445897300082
8521d198-82da-459f-b1e1-d1b620c44b05,Za4zwj6,1,44.76,15.12,-6.62,18.615488,-24.594105,5.408976,1.4491652,0.67073816,-13.917688,14.008998,-4.18413874476845,11.002233146050429,5.489063643764756,12.987916342540217,9.676229827273462e-15,True,44.76000001064731,15.119999922275067,-6.619999940656092,1.749424028079388,22.69572483892967
d366e43d-829c-4c52-b849-48178d3d8cb9,zgWOjq4,1,44.14,9.07,2.86,18.742504,-24.78797,6.1766133,-0.21234511,1.3839339,-10.595483,10.6875925,1.7058696338044912,11.235783261457913,0.6637050114750543,11.383906229772414,2.773697014033325e-15,True,44.14000002230008,9.069999961622155,2.8599999716531386,1.1918560173640498,15.083361507555757
f1c29a37-79df-4727-97ff-1c0f0bf4cad5,Ja85a7r,1,44.67,8.28,-0.55,19.290165,-24.415905,3.9938886,10.4418745,0.5251694,-9.084291,13.850375,-1.4844480534496811,9.43299487273258,3.278427205267776,10.096190530721454,1.2730171778558674e-11,True,44.66999819769704,8.280002051611747,-0.549997703749785,1.2964465214386074,19.35002164438932
d6913561-5ef9-41ee-a64f-bfb56302deba,2Mqn1ML,1,43.81,12.33,-6.24,18.536669,-24.488188,4.875841,5.91402,1.0415268,-12.410745,13.787204,-4.3619892963157865,10.395800739148049,4.615234646930169,12.18195446040861,1.2028858429117265e-12,True,43.80999959388209,12.330000185707519,-6.240001001731901,1.5729095550244148,21.976869225499936
81d60720-5944-451f-aa3b-586e7470bfa9,DDqoYvw,1,43.9,5.8,2.96,18.61928,-25.20635,4.828323,-3.228092,-0.8834266,6.016516,6.8847284,2.122327470261083,9.913648123586563,0.6733333315588047,10.1606137011848,2.8549746985525952e-11,True,43.900001086487094,5.799995256077732,2.96000220555986,1.0631617937548956,13.181555826860505
f18e5f43-a710-4848-9241-3a12185603cd,nEd8yQm,1,44.38,10.6,0.27,18.452793,-25.18602,5.00166,-2.4509237,-0.40357587,6.967234,7.396773,-0.18716496435677699,10.733352967638861,3.4964701705444554,11.290048729093767,4.540501528874219e-12,True,44.37999997527159,10.600001617344544,0.27000138711450816,1.427278866175852,11.882844352262412
34679dc1-ba06-49ae-a5d4-2bf8726d31f9,6V42Em7,1,47.26,14.61,-8.09,18.632484,-24.526545,4.3830776,8.582554,0.32546994,-9.285592,12.648651,-4.602914631085912,9.757934921984646,7.0939855268011724,12.91234865147378,1.560281566206705e-13,True,47.26000022552642,14.609999745949334,-8.089999798445417,1.9133157584316272,23.046009146738406
ec2cbf30-d648-4846-9a15-a2f5df16d73e,nEd8oRQ,1,45.01,7.37,3.59,19.944681,-25.028946,7.1943536,5.745849,-1.3064574,-2.424545,6.371815,1.5707855266750237,12.007396664671298,-2.3651918327729975,12.338519937147536,1.8203693056091914e-11,True,45.01000059565971,7.370003277843091,3.590002665450662,0.9937554220153375,13.953257289296053
837b3e63-77fb-4d29-804b-a6746459dd20,ayeoKM6,1,43.79,21.05,-2.45,18.597095,-24.43713,4.736054,5.0074763,1.236534,-12.723969,13.729648,-1.5730913917526272,12.569190201070345,7.384861639269022,14.662719402233549,1.7644414063987945e-12,True,43.79000034855087,21.05000028209358,-2.4500012503507147,1.9906291650705932,24.00204275228345
9341a785-648e-454b-af82-470b4a2a3bca,YpV9aoy,1,45.34,6.16,3.83,18.50001,-25.372774,5.0819325,-1.8550872,-0.36334988,7.404098,7.641599,2.8005233941272185,9.548567264436253,1.2996390073409376,10.035294197676498,1.0847907495267662e-15,True,45.33999998521824,6.159999972377058,3.829999989838143,1.158942501965738,12.537353437664228
8f0c095b-dbc8-438f-9217-7ff1fd29a121,97d17B0,1,43.88,14.63,1.81,18.665514,-24.620588,4.596663,6.376533,0.8747291,-12.709779,14.246536,0.6391230904505242,11.324269829209145,5.364962545291332,12.547126707013938,2.8442835964813166e-14,True,43.87999990744604,14.62999992652302,1.8099998796765462,1.6587431111713875,21.65195253389613
8ae3ff26-ce1c-4a15-86cb-568b34649aeb,B6Kk7vO,1,43.08,4.07,-1.3,18.75397,-24.512163,6.322704,-1.0753441,0.44048306,-8.662305,8.739903,-3.8343438372393654,14.552600296575184,-8.602206340558094,17.334310542377896,3.136100386625752e-11,True,43.080000116693284,4.069998789550233,-1.3000054664611866,0.5576754755507811,14.37941390545753
7795ea00-96c1-4c38-bbd9-174268ec282d,B6KkLJk,1,45.02,7.37,0.75,19.069958,-24.839817,7.342396,0.45249936,1.1704444,-6.2802453,6.4043875,-0.4260965673161568,12.376334450975774,-3.084098868181631,12.761930831806277,1.9630207887871753e-12,True,45.019999515767246,7.369999095249975,0.7500009539218091,0.9488498010454607,11.685857065930056
