id,acceleration_at_release,arm_extension_angle,arm_plane_angle,azimuth_angle,elbow_alignment,elbow_height_relative,elevation_angle,forward_position,guide_hand_vx,hip_lateral_range,hip_vertical_velocity_max,jerk_at_release,knee_bend_depth,knee_extension_rate_max,lateral_offset,left_wrist_z_energy,left_wrist_z_max,left_wrist_z_mean,left_wrist_z_min,left_wrist_z_q25,left_wrist_z_q75,left_wrist_z_range,left_wrist_z_std,mid_hip_z_energy,mid_hip_z_max,mid_hip_z_mean,mid_hip_z_min,mid_hip_z_q25,mid_hip_z_q75,mid_hip_z_range,mid_hip_z_std,neck_z_energy,neck_z_max,neck_z_mean,neck_z_min,neck_z_q25,neck_z_q75,neck_z_range,neck_z_std,participant_1,participant_2,participant_3,participant_4,participant_5,participant_id,peak_velocity_magnitude,release_frame,release_height_relative,release_time,right_elbow_vel_load_mean,right_elbow_vel_max,right_elbow_vel_max_time,right_elbow_vel_mean,right_elbow_vel_min,right_elbow_vel_prep_mean,right_elbow_vel_prop_mean,right_elbow_vel_range,right_elbow_vel_release_mean,right_elbow_vel_std,right_elbow_z_energy,right_elbow_z_max,right_elbow_z_mean,right_elbow_z_min,right_elbow_z_q25,right_elbow_z_q75,right_elbow_z_range,right_elbow_z_std,right_hip_z_energy,right_hip_z_max,right_hip_z_mean,right_hip_z_min,right_hip_z_q25,right_hip_z_q75,right_hip_z_range,right_hip_z_std,right_knee_vel_load_mean,right_knee_vel_max,right_knee_vel_max_time,right_knee_vel_mean,right_knee_vel_min,right_knee_vel_prep_mean,right_knee_vel_prop_mean,right_knee_vel_range,right_knee_vel_release_mean,right_knee_vel_std,right_knee_z_energy,right_knee_z_max,right_knee_z_mean,right_knee_z_min,right_knee_z_q25,right_knee_z_q75,right_knee_z_range,right_knee_z_std,right_shoulder_z_energy,right_shoulder_z_max,right_shoulder_z_mean,right_shoulder_z_min,right_shoulder_z_q25,right_shoulder_z_q75,right_shoulder_z_range,right_shoulder_z_std,right_wrist_vel_load_mean,right_wrist_vel_max,right_wrist_vel_max_time,right_wrist_vel_mean,right_wrist_vel_min,right_wrist_vel_prep_mean,right_wrist_vel_prop_mean,right_wrist_vel_range,right_wrist_vel_release_mean,right_wrist_vel_std,right_wrist_z_energy,right_wrist_z_max,right_wrist_z_mean,right_wrist_z_min,right_wrist_z_q25,right_wrist_z_q75,right_wrist_z_range,right_wrist_z_std,set_point_height,set_position_stability,shoulder_elevation_rate,shoulder_rotation,time_to_peak_velocity,velocity_magnitude_release,wrist_snap_angle,wrist_vx_release,wrist_vy_release,wrist_vz_release,wrist_x_release,wrist_y_release,wrist_z_release,target
4438ed82-c13d-48d3-b1eb-fa39fb2832c6,24.279797,107.81968,-100.38997,-100.38997,-0.05180168,-0.88204384,65.34096,-0.57250214,-3.4099386,0.06834793,0.17852782,905.6362,157.07498,15.889434,-1.1889019,6635.4336,7.800008,5.074628,3.992336,4.0538573,6.328434,3.8076718,1.3768771,3598.9097,4.122699,3.8705678,3.7156792,3.7927125,3.923308,0.40701962,0.11900549,8154.796,6.2198853,5.8261733,5.6366515,5.6664696,5.8955536,0.58323383,0.18444958,1.0,0.0,0.0,0.0,0.0,1.0,7.2654905,109.0,1.1876309,1.8166667,1.726519,5.0990105,0.4625,1.4603457,0.03868269,0.8874622,2.1981537,5.060328,1.029248,1.3607838,7888.3613,7.009979,5.640404,4.4675336,4.6414633,6.728892,2.5424452,1.0266529,3593.7258,4.1226974,3.867482,3.7010295,3.775791,3.9391286,0.4216678,0.12821975,0.29542315,1.5268888,0.57916665,0.34748036,0.016421624,0.20266393,0.55785626,1.5104672,0.33397815,0.31725276,1282.756,2.4805093,2.3102145,2.179752,2.2459126,2.356703,0.30075717,0.087894686,8148.857,6.2145844,5.8225183,5.554917,5.6207013,6.0179853,0.6596675,0.22770569,2.6135974,7.2654905,0.45416668,2.1996005,0.11269699,1.5818759,3.0287497,7.1527934,1.5741788,1.9622333,8842.061,7.9085293,5.83665,3.6454098,4.1271796,7.5278854,4.2631197,1.6659642,4.107167,0.52848166,0.3815889,-70.75817,1.8166667,7.2654905,159.06369,-2.9815862,-0.54668427,6.602926,18.470823,-25.215624,4.9314847,6.93
de1df4f8-6ede-4dcf-a56a-258a06490376,99.886055,136.763,84.08779,84.08779,0.15854073,-0.8871064,-61.8877,0.2511444,7.440433,0.52170753,1.2614607,1510.6361,155.44357,64.21509,-1.0879879,7182.68,7.823421,5.267934,3.6889102,4.2297,6.903042,4.134511,1.4753681,3528.7178,4.1193385,3.8322504,3.6977887,3.7486901,3.8843577,0.4215498,0.1297967,8151.952,6.200481,5.825497,5.6669574,5.712051,5.8977222,0.53352356,0.1733574,1.0,0.0,0.0,0.0,0.0,1.0,13.337263,205.0,0.78935885,3.4166667,1.5903227,7.141906,0.80833334,2.1203668,0.13039851,0.82789636,2.2707877,7.011507,3.7924614,1.9199084,6834.553,6.978215,5.2678556,4.540439,4.6783376,5.926762,2.437776,0.8526397,3510.2434,4.118912,3.8220515,3.6860523,3.7363913,3.880776,0.4328599,0.13392891,0.3912746,1.4440602,0.59583336,0.38905093,0.0063407808,0.09365026,0.5755794,1.4377195,0.49569935,0.34153497,1278.7356,2.4659724,2.3067038,2.17535,2.2586753,2.3799973,0.29062247,0.084758215,8049.42,6.1887593,5.7883058,5.621635,5.649787,5.883485,0.56712437,0.18645246,2.1485338,13.337263,0.8541667,3.2656815,0.2520927,1.3963872,3.0692918,13.085171,6.4485135,3.2613692,7052.2383,7.848338,5.21859,3.6955826,4.1565876,6.642859,4.1527557,1.4665078,4.379813,0.28187916,1.4696645,-71.68144,3.4166667,13.337263,150.22781,6.251106,0.647335,-11.76381,18.612642,-24.463575,4.6164193,21.36
813a5bc0-4f60-475a-9ab8-51716bbbd828,18.22817,120.27821,-91.685356,-91.685356,-0.41203117,0.5281677,44.271904,-0.15265274,-1.2720107,0.36776352,1.3766884,967.10364,155.78883,67.752686,-0.8501129,6701.124,7.771152,5.0959263,3.6845226,4.0501738,6.3962803,4.0866294,1.397457,3598.9,4.1519866,3.8698359,3.686096,3.7685633,3.9837053,0.46589065,0.14066346,8183.411,6.2292347,5.8363056,5.6421776,5.6826878,5.9544625,0.5870571,0.18729451,1.0,0.0,0.0,0.0,0.0,1.0,6.3906827,143.0,3.3938656,2.3833334,1.8980098,4.633487,0.45416668,1.5676147,0.11278476,0.7592619,2.0499208,4.5207024,1.563266,1.2861526,7912.8193,7.0192785,5.649843,4.5064588,4.633086,6.724701,2.5128198,1.0243781,3592.8818,4.1528807,3.86625,3.6747532,3.7516747,3.9954662,0.47812748,0.149844,0.33892614,1.3961244,0.575,0.37581453,0.009666406,0.13943452,0.5747656,1.3864579,0.4501319,0.31429732,1291.6434,2.5052505,2.3176157,2.1604753,2.241638,2.4083757,0.3447752,0.10249372,8175.473,6.2322526,5.8317413,5.5807405,5.6125317,6.0410647,0.65151215,0.2350847,2.729761,6.3906827,0.59583336,2.2209249,0.05146467,1.1710473,2.87302,6.339218,2.1098707,1.8442966,8950.802,7.963551,5.8769436,3.6708727,4.2072363,7.5235825,4.2926784,1.6602838,4.20498,0.57078683,1.5656375,-73.41169,2.3833334,6.3906827,169.85269,-4.573974,-0.13458252,4.4611073,18.819117,-24.978266,7.4391127,7.51
28274789-ee6d-48a2-a6c8-6f2515a05199,34.112766,163.65909,103.85563,103.85563,-0.033727646,0.728683,-36.461662,-0.10120964,0.98648065,0.5066643,1.1214638,3662.9104,158.13547,63.28033,-0.7972164,6653.541,7.7903767,5.0764866,3.7188728,4.0762005,6.364282,4.0715036,1.3972722,3603.6436,4.1181755,3.8725955,3.7186806,3.7567203,3.9763253,0.3994949,0.13485739,8221.576,6.198548,5.850398,5.6659527,5.700669,5.953326,0.53259516,0.17147872,1.0,0.0,0.0,0.0,0.0,1.0,8.112769,186.0,3.6488276,3.1,1.9043466,4.982233,0.96666664,1.7135757,0.025462154,0.76107967,1.8272711,4.956771,2.3616064,1.4725008,7884.2583,6.9860744,5.6440144,4.4954767,4.656623,6.6672163,2.4905977,0.99808574,3592.5046,4.1170983,3.866254,3.7027924,3.7379398,3.9853501,0.41430593,0.14439195,0.3500808,1.2599576,0.5708333,0.34572786,0.0044167605,0.13141777,0.4516017,1.2555408,0.44981125,0.29137865,1289.627,2.466618,2.3164022,2.1811938,2.254544,2.395966,0.28542423,0.08790115,8206.258,6.193616,5.8433046,5.603862,5.64452,6.044312,0.5897541,0.2202912,2.8275368,8.112769,0.775,2.5291374,0.07919567,1.2563376,2.5170274,8.033573,3.5156481,2.0932684,8921.63,7.9716873,5.8704963,3.6465867,4.1952314,7.5272174,4.325101,1.6464309,4.210469,0.59588414,1.2150048,-70.15883,3.1,8.112769,156.35216,6.3348765,-1.562519,-4.8212953,18.948427,-24.894957,7.718572,4.89
8521d198-82da-459f-b1e1-d1b620c44b05,28.447123,85.01523,65.1632,65.1632,-0.02381134,-0.80787945,-83.45471,0.16434097,7.304706,0.50776863,1.0838914,2135.359,158.38399,56.08932,-1.1232452,6938.895,7.815924,5.1953287,3.733318,4.2829504,6.538769,4.0826063,1.3858657,3524.0525,4.113522,3.8296378,3.692762,3.7441494,3.9014535,0.42076015,0.13201864,8113.8496,6.1928296,5.811853,5.660246,5.683974,5.913202,0.5325837,0.17341115,1.0,0.0,0.0,0.0,0.0,1.0,14.008998,206.0,1.6328819,3.4333334,1.6141241,9.035737,0.84583336,2.0678174,0.048511844,0.8173219,2.102318,8.987226,3.7375062,1.9746758,6917.669,6.9477453,5.2926154,4.499254,4.63224,6.1490717,2.448491,0.90102285,3510.2734,4.1144247,3.8219478,3.6870184,3.73284,3.8965058,0.4274063,0.13731943,0.2374797,1.3839184,0.84583336,0.35928485,0.021855239,0.13730034,0.5141962,1.3620632,0.54816306,0.33529267,1284.1765,2.467087,2.3117452,2.2036817,2.2640471,2.358444,0.26340532,0.08105069,8015.1074,6.17109,5.7754993,5.5749073,5.6240635,5.9249926,0.5961828,0.19972335,2.453128,14.008998,0.85833335,3.2990875,0.049892068,1.8873547,2.886606,13.9591055,5.9692607,3.1426969,7353.0264,7.839242,5.3219123,3.6938937,4.221008,6.8780675,4.1453485,1.5214672,4.3175836,0.42700496,1.2275504,-69.84495,3.4333334,14.008998,160.50893,1.4491652,0.67073816,-13.917688,18.615488,-24.594105,5.408976,15.12
d366e43d-829c-4c52-b849-48178d3d8cb9,22.39822,96.3284,-8.723197,-8.723197,-0.28320312,-0.29218102,-82.47232,0.1749878,1.2608527,0.48835373,1.294434,2930.6604,157.26184,19.632566,-1.3439236,8822.0625,7.8136954,5.851831,4.085091,4.193196,7.6283865,3.7286043,1.5857707,3612.6235,4.1215863,3.8772194,3.7092283,3.7587624,4.023214,0.41235805,0.14059953,8286.297,6.226953,5.871878,5.6220593,5.6791825,6.101942,0.6048937,0.21744521,1.0,0.0,0.0,0.0,0.0,1.0,10.6875925,232.0,2.3653827,3.8666666,1.9445567,7.439792,0.9625,1.6114602,0.049109593,0.49947742,1.8261858,7.3906827,2.1756206,1.8116102,7800.2295,6.9517956,5.615957,4.50237,4.6870165,6.7929783,2.4494257,0.98080736,3601.629,4.119109,3.8710485,3.6942077,3.7441251,4.024678,0.4249015,0.14754911,0.4056468,1.4111216,0.575,0.38543504,0.020427188,0.14147976,0.48680714,1.3906944,0.5078066,0.28750113,1292.6252,2.4841132,2.3186574,2.1793258,2.2432222,2.4228325,0.3047874,0.09882507,8182.93,6.2149134,5.8346224,5.559279,5.6332626,6.077438,0.6556344,0.22961693,2.7555273,10.6875925,0.96666664,2.1506693,0.13087656,0.78942466,2.4778044,10.556716,2.5799217,2.4435072,8811.244,7.8241568,5.8530054,3.6925504,4.294425,7.662609,4.131606,1.5671147,4.3173094,0.53180754,1.4075946,-74.99773,3.8666666,10.6875925,165.83553,-0.21234511,1.3839339,-10.595483,18.742504,-24.78797,6.1766133,9.07
f1c29a37-79df-4727-97ff-1c0f0bf4cad5,110.84343,149.28983,87.12076,87.12076,0.18619537,-1.0248971,-40.986996,0.2623806,8.704376,0.41453552,1.429274,2974.2346,154.81425,63.28628,-0.6838112,6986.3457,7.8435636,5.179209,3.664807,4.00309,6.8444967,4.1787567,1.5118076,3521.0708,4.1311483,3.8278496,3.6884692,3.7400312,3.8341148,0.44267917,0.13672934,8079.3965,6.2266407,5.7988267,5.6085644,5.672237,5.850462,0.6180763,0.19432135,1.0,0.0,0.0,0.0,0.0,1.0,13.850375,202.0,0.24903059,3.3666666,1.8152567,7.6005607,0.8125,2.2714763,0.05920446,0.9300244,2.3119397,7.541356,4.0286846,2.0486393,6712.6284,7.0051265,5.2157264,4.501315,4.6146297,5.839884,2.5038114,0.8749194,3508.2427,4.1332145,3.8206954,3.6831307,3.7266653,3.835579,0.45008373,0.14128923,0.39023593,1.6961051,0.575,0.4271471,0.004245511,0.26780453,0.59084314,1.6918596,0.4597049,0.3348298,1273.0972,2.4933217,2.3013601,2.1600106,2.2432728,2.31533,0.33331108,0.09117608,7961.993,6.217809,5.7560396,5.5732355,5.606893,5.8084383,0.6445737,0.20731235,2.7017663,13.850375,0.84166664,3.6116416,0.14732997,1.4957544,2.9073634,13.703045,7.3416824,3.507168,6813.0264,7.8693786,5.104817,3.6177127,4.032875,6.5900235,4.251666,1.525928,4.048814,0.52684677,1.475644,-75.36078,3.3666666,13.850375,156.56749,10.4418745,0.5251694,-9.084291,19.290165,-24.415905,3.9938886,8.28
d6913561-5ef9-41ee-a64f-bfb56302deba,91.47982,115.42153,80.01197,80.01197,0.24783707,-0.9406462,-64.179634,0.2758503,7.3938556,0.46403885,1.346433,3147.872,155.60664,52.5357,-1.1770782,7247.25,7.827151,5.2900825,3.6920235,4.1955404,6.9378166,4.135127,1.4872468,3536.8276,4.1198034,3.8362763,3.705326,3.7415252,3.920428,0.41447735,0.14059246,8200.661,6.197724,5.8427033,5.668208,5.704407,5.9456167,0.52951574,0.17956181,1.0,0.0,0.0,0.0,0.0,1.0,13.787204,203.0,1.0142682,3.3833334,1.761617,7.700166,0.8125,1.9270465,0.027459174,0.4821588,1.9522877,7.672707,3.5121229,1.9129252,6909.5566,6.9568176,5.2950077,4.507153,4.678493,6.044874,2.4496646,0.8675882,3520.3093,4.1191945,3.8270915,3.689281,3.7268767,3.916339,0.42991352,0.14603324,0.31835157,1.3809848,0.57916665,0.4189742,0.018629637,0.22507201,0.5394907,1.3623551,0.5929825,0.32471597,1292.5845,2.4770012,2.3188252,2.1723726,2.2392647,2.409875,0.3046286,0.09390517,8100.884,6.1887913,5.8064084,5.5919394,5.6535254,5.936557,0.5968518,0.19825351,2.631037,13.787204,0.84583336,3.0754561,0.048477482,0.88493836,2.5783722,13.738727,6.2074785,3.2096968,7143.701,7.8005996,5.2476287,3.7140923,4.1910877,6.778739,4.0865073,1.4925863,4.249804,0.5159959,1.5335797,-71.74222,3.3833334,13.787204,151.93652,5.91402,1.0415268,-12.410745,18.536669,-24.488188,4.875841,12.33
81d60720-5944-451f-aa3b-586e7470bfa9,18.349949,102.496216,-105.3053,-105.3053,0.019966125,-0.9444604,60.914234,-0.552166,-3.34877,0.025518417,0.17308472,1113.6882,155.20204,16.608124,-1.1146736,6619.005,7.7759695,5.0772347,3.8657668,4.140517,6.2617126,3.9102027,1.3419664,3576.0923,4.133381,3.8572078,3.6895256,3.7426856,4.01209,0.4438553,0.1494446,8156.7554,6.215489,5.8265247,5.6204014,5.6591163,5.982645,0.5950875,0.19516823,1.0,0.0,0.0,0.0,0.0,1.0,6.8847284,106.0,1.1124439,1.7666667,1.9255023,5.1501007,0.45833334,1.4005024,0.01739991,0.45635733,1.9495513,5.132701,1.2705983,1.3882098,7877.8486,6.9945183,5.636757,4.497756,4.628382,6.7796793,2.4967623,1.0253495,3571.0815,4.1355863,3.854035,3.6779916,3.725383,4.0298247,0.45759463,0.16099724,0.3749073,1.4675256,0.5708333,0.38782814,0.015141333,0.0882912,0.5582747,1.4523842,0.5298394,0.3320601,1290.3489,2.4923208,2.3161695,2.1578007,2.239481,2.4470701,0.3345201,0.10868789,8142.3525,6.208744,5.8198166,5.5653486,5.6087456,6.076614,0.6433954,0.23708417,2.7272034,6.8847284,0.44166666,1.9229447,0.09033859,0.95101076,2.536396,6.7943897,1.4771687,1.8258125,9026.728,7.867737,5.911653,3.691792,4.2358603,7.7213726,4.175945,1.6320918,4.2204957,0.5536016,0.37103173,-70.61125,1.7666667,6.8847284,158.36792,-3.228092,-0.8834266,6.016516,18.61928,-25.20635,4.828323,5.8
f18e5f43-a710-4848-9241-3a12185603cd,44.52237,105.12757,-99.35056,-99.35056,-0.073581696,-0.88230085,70.37805,-0.5160675,-2.9485128,0.04294777,0.084064,1237.3319,158.0197,23.384398,-1.2787247,6762.796,7.787445,5.1154256,3.9636495,4.054444,6.500902,3.8237956,1.4180042,3574.9946,4.0978622,3.8574514,3.7170439,3.7511847,3.9778063,0.38081837,0.12601304,8161.617,6.174134,5.8288403,5.6326995,5.68364,5.9609833,0.5414343,0.17707565,1.0,0.0,0.0,0.0,0.0,1.0,7.396773,112.0,1.2714908,1.8666667,1.6307386,5.945923,0.96666664,1.4277358,0.044589497,0.4196139,2.0679748,5.9013333,1.592616,1.5323824,7761.1094,6.9518003,5.5946584,4.496411,4.622876,6.780196,2.4553895,1.0187013,3565.3938,4.0987744,3.851894,3.7048137,3.7309043,3.9918149,0.3939607,0.13682675,0.31946072,1.172139,0.5833333,0.34403548,0.008491796,0.11458843,0.49141857,1.1636473,0.4506742,0.27127433,1287.5748,2.4514463,2.3146653,2.192256,2.2459733,2.405594,0.25919032,0.08497165,8128.6714,6.1623077,5.8156815,5.5835233,5.6141324,6.052309,0.57878447,0.21752311,2.4542916,7.396773,0.46666667,1.918351,0.1329688,0.81098163,2.7593067,7.263804,1.6488248,2.0764644,8720.318,7.83069,5.7817373,3.5952282,4.1118307,7.7170143,4.2354617,1.7047507,4.128071,0.44813198,0.36460873,-73.62309,1.8666667,7.396773,159.11108,-2.4509237,-0.40357587,6.967234,18.452793,-25.18602,5.00166,10.6
